datetime,wind_speed,temperature,pressure,power_mw,hour,month,season,air_density,is_zero_power
2019-01-01 01:00:00,9.014,10.926,0.979103,33.6881,1,1,1,1.2166142481665712,0
2019-01-01 02:00:00,9.428,9.919,0.979566,37.261900000000004,2,1,1,1.2215196375260626,0
2019-01-01 03:00:00,8.7,8.567,0.979937,30.5029,3,1,1,1.2278467417919194,0
2019-01-01 04:00:00,8.481,7.877,0.980053,28.4192,4,1,1,1.2310071526308497,0
2019-01-01 05:00:00,8.383,7.259,0.979867,27.3703,5,1,1,1.2334860558950784,0
2019-01-01 06:00:00,8.256,6.57,0.979884,25.8059,6,1,1,1.236545803772768,0
2019-01-01 07:00:00,6.476,5.897,0.980318,11.5468,7,1,1,1.2400770791757942,0
2019-01-01 08:00:00,5.906,5.109,0.980597,8.36076,8,1,1,1.2439427733339374,0
2019-01-01 09:00:00,5.557,4.413,0.980711,6.42664,9,1,1,1.2472069862177408,0
2019-01-01 10:00:00,6.081,3.754,0.980902,9.349450000000001,10,1,1,1.250418676822595,0
2019-01-01 11:00:00,7.384,3.169,0.981166,18.613599999999998,11,1,1,1.2534032112521303,0
2019-01-01 12:00:00,9.072,2.637,0.981347,35.381099999999996,12,1,1,1.256052724125727,0
2019-01-01 13:00:00,7.142,1.948,0.981703,17.3315,13,1,1,1.2596553813612767,0
2019-01-01 14:00:00,7.451,2.296,0.982196,19.8723,14,1,1,1.2586957110756953,0
2019-01-01 15:00:00,5.764,4.042,0.982576,8.19046,15,1,1,1.2512512410208274,0
2019-01-01 16:00:00,5.887,5.504,0.982961,8.7318,16,1,1,1.2451740657071368,0
2019-01-01 17:00:00,5.866,6.217,0.983083,8.57877,17,1,1,1.242150284587152,0
2019-01-01 18:00:00,6.266,6.74,0.983409,11.03,18,1,1,1.2402403530279325,0
2019-01-01 19:00:00,6.278,7.25,0.983824,11.0884,19,1,1,1.238506997617806,0
2019-01-01 20:00:00,6.311,7.579,0.984266,11.2202,20,1,1,1.2376112995513735,0
2019-01-01 21:00:00,6.864,7.612,0.984686,14.693100000000001,21,1,1,1.2379938779864244,0
2019-01-01 22:00:00,6.904,7.139,0.985268,15.0647,22,1,1,1.2408159998100947,0
2019-01-01 23:00:00,7.024,5.44,0.986055,16.2475,23,1,1,1.24938036815259,0
2019-01-02 00:00:00,9.013,4.506,0.986852,34.74,0,1,1,1.254596362510923,0
2019-01-02 01:00:00,9.166,3.621,0.987624,35.3936,1,1,1,1.2595926372810902,0
2019-01-02 02:00:00,9.128,2.707,0.988206,35.278400000000005,2,1,1,1.2645107878809372,0
2019-01-02 03:00:00,9.849,2.043,0.988741,43.582800000000006,3,1,1,1.2682481044563265,0
2019-01-02 04:00:00,9.738,1.268,0.988973,42.3415,4,1,1,1.2721282629406279,0
2019-01-02 05:00:00,9.544,0.357,0.989072,40.3467,5,1,1,1.2764932502670907,0
2019-01-02 06:00:00,9.712,-0.702,0.989481,42.2588,6,1,1,1.281984860230721,0
2019-01-02 07:00:00,10.046,-0.28,0.989868,45.569900000000004,7,1,1,1.2805028668568168,0
2019-01-02 08:00:00,9.75,-0.126,0.990032,41.6162,8,1,1,1.2799926277318796,0
2019-01-02 09:00:00,9.874,-0.215,0.990204,42.978300000000004,9,1,1,1.2806324619663774,0
2019-01-02 10:00:00,9.755,-0.281,0.990265,41.306599999999996,10,1,1,1.2810211245364789,0
2019-01-02 11:00:00,9.614,-0.478,0.990621,39.9035,11,1,1,1.2824074958353149,0
2019-01-02 12:00:00,9.616,-0.631,0.990962,40.5643,12,1,1,1.2835691653367387,0
2019-01-02 13:00:00,9.817,-0.747,0.991278,42.8628,13,1,1,1.2845252414631536,0
2019-01-02 14:00:00,9.215,0.001,0.991638,37.0646,14,1,1,1.2814729024337739,0
2019-01-02 15:00:00,6.991,2.156,0.991861,16.0518,15,1,1,1.2717278989092826,0
2019-01-02 16:00:00,5.11,3.901,0.991989,4.92684,16,1,1,1.2638810302418253,0
2019-01-02 17:00:00,3.946,5.578,0.991843,1.3034000000000001,17,1,1,1.2560918428216719,0
2019-01-02 18:00:00,3.04,7.039,0.991669,0.0,18,1,1,1.2493229476478573,1
2019-01-02 19:00:00,2.38,8.243,0.991462,0.0,19,1,1,1.243717786194487,1
2019-01-02 20:00:00,2.068,9.203,0.991194,0.0,20,1,1,1.2391541029080408,1
2019-01-02 21:00:00,1.886,9.808,0.990899,0.0,21,1,1,1.2361366251156805,1
2019-01-02 22:00:00,2.426,9.349,0.990634,0.0,22,1,1,1.2378139587719064,1
2019-01-02 23:00:00,3.412,5.977,0.990709,0.0,23,1,1,1.252862244015943,1
2019-01-03 00:00:00,3.803,4.652,0.990939,0.995606,0,1,1,1.2591301238322998,0
2019-01-03 01:00:00,4.11,3.956,0.99108,1.66172,1,1,1,1.2624722592364195,0
2019-01-03 02:00:00,4.612,3.119,0.991185,3.06072,2,1,1,1.2664312736240184,0
2019-01-03 03:00:00,6.282,2.503,0.991121,11.354700000000001,3,1,1,1.2691794043476021,0
2019-01-03 04:00:00,6.774,1.743,0.990967,14.3691,4,1,1,1.2724905701666647,0
2019-01-03 05:00:00,7.591,1.087,0.990807,21.2785,5,1,1,1.2753285382326738,0
2019-01-03 06:00:00,8.96,0.724,0.990834,34.7533,6,1,1,1.2770536925593292,0
2019-01-03 07:00:00,10.019,1.144,0.991063,45.895199999999996,7,1,1,1.275392961873507,0
2019-01-03 08:00:00,8.921,1.868,0.991178,34.225699999999996,8,1,1,1.2721830230088318,0
2019-01-03 09:00:00,8.569,1.606,0.99126,30.2575,9,1,1,1.2735014907014492,0
2019-01-03 10:00:00,8.345,1.283,0.991386,28.0582,10,1,1,1.2751624330055331,0
2019-01-03 11:00:00,7.838,1.081,0.991667,23.292900000000003,11,1,1,1.2764634246454143,0
2019-01-03 12:00:00,8.433,1.068,0.991865,29.0654,12,1,1,1.2767788142509127,0
2019-01-03 13:00:00,8.896,1.056,0.992048,34.109199999999994,13,1,1,1.2770702667312541,0
2019-01-03 14:00:00,8.901,1.937,0.992169,34.052800000000005,14,1,1,1.2731355571900094,0
2019-01-03 15:00:00,7.182,4.047,0.992188,17.7016,15,1,1,1.2634687524725468,0
2019-01-03 16:00:00,5.034,6.377,0.991966,4.53884,16,1,1,1.2526567544530072,0
2019-01-03 17:00:00,4.62,8.406,0.991383,3.02651,17,1,1,1.2428987235759643,0
2019-01-03 18:00:00,4.318,9.954,0.990889,2.19334,18,1,1,1.2354866667254376,0
2019-01-03 19:00:00,3.949,11.128,0.99037,1.2653599999999998,19,1,1,1.2297399619246343,0
2019-01-03 20:00:00,4.602,12.128,0.989766,2.9060900000000003,20,1,1,1.2246819333289152,0
2019-01-03 21:00:00,4.91,12.364,0.989237,3.95308,21,1,1,1.223015622010601,0
2019-01-03 22:00:00,4.899,11.649,0.988795,3.88915,22,1,1,1.2255382284453595,0
2019-01-03 23:00:00,5.525,8.479,0.988598,6.63176,23,1,1,1.2390859017642863,0
2019-01-04 00:00:00,6.97,6.938,0.988555,15.134,0,1,1,1.2458489652350084,0
2019-01-04 01:00:00,6.66,6.091,0.988491,13.2875,1,1,1,1.2495469998622644,0
2019-01-04 02:00:00,6.307,5.456,0.988371,11.376100000000001,2,1,1,1.2522429355950884,0
2019-01-04 03:00:00,7.583,5.872,0.988303,20.373,3,1,1,1.250289913265129,0
2019-01-04 04:00:00,9.487,5.641,0.988076,37.681400000000004,4,1,1,1.2510384627390905,0
2019-01-04 05:00:00,9.275,5.433,0.987649,35.938,5,1,1,1.251431488981868,0
2019-01-04 06:00:00,8.153,5.395,0.987472,24.8463,6,1,1,1.2513779092989963,0
2019-01-04 07:00:00,6.892,6.506,0.987403,14.719299999999999,7,1,1,1.2463194196550842,0
2019-01-04 08:00:00,6.166,6.861,0.9872,10.3735,8,1,1,1.2444834210238878,0
2019-01-04 09:00:00,6.368,7.258,0.986888,11.509799999999998,9,1,1,1.2423287323170984,0
2019-01-04 10:00:00,6.201,7.487,0.986579,10.718399999999999,10,1,1,1.2409263286761165,0
2019-01-04 11:00:00,6.378,7.654,0.986389,11.5,11,1,1,1.2399494826164683,0
2019-01-04 12:00:00,6.445,7.957,0.986043,11.7928,12,1,1,1.2381784904545838,0
2019-01-04 13:00:00,6.624,7.915,0.98563,12.81,13,1,1,1.2378448300846452,0
2019-01-04 14:00:00,6.379,7.344,0.985335,11.459200000000001,14,1,1,1.2399934612463348,0
2019-01-04 15:00:00,5.887,8.452,0.985032,8.61617,15,1,1,1.2347347347378306,0
2019-01-04 16:00:00,4.332,11.127,0.984393,2.20777,16,1,1,1.2223226356577637,0
2019-01-04 17:00:00,4.25,13.487,0.98354,1.95681,17,1,1,1.2112083008936398,0
2019-01-04 18:00:00,6.576,15.949,0.982735,11.761299999999999,18,1,1,1.1999106153230275,0
2019-01-04 19:00:00,6.853,16.747,0.982202,13.8303,19,1,1,1.1959586223957563,0
2019-01-04 20:00:00,5.745,16.091,0.981877,7.7608999999999995,20,1,1,1.1982744351223302,0
2019-01-04 21:00:00,5.425,16.355,0.98104,5.70692,21,1,1,1.1961611907640188,0
2019-01-04 22:00:00,7.678,15.16,0.980077,20.602400000000003,22,1,1,1.1999400602726804,0
2019-01-04 23:00:00,8.307,14.947,0.979534,26.242900000000002,23,1,1,1.200161913111774,0
2019-01-05 00:00:00,8.574,15.222,0.979209,28.2442,0,1,1,1.1986195810075808,0
2019-01-05 01:00:00,9.42,15.448,0.979178,35.6044,1,1,1,1.1976430301266825,0
2019-01-05 02:00:00,9.474,15.39,0.979083,36.7624,2,1,1,1.197767551869682,0
2019-01-05 03:00:00,8.546,15.357,0.978637,27.4982,3,1,1,1.1973588754782916,0
2019-01-05 04:00:00,8.725,15.268,0.978039,28.9533,4,1,1,1.1969964797326003,0
2019-01-05 05:00:00,8.508,15.131,0.977431,26.9788,5,1,1,1.1968208602806794,0
2019-01-05 06:00:00,9.454,15.155,0.976866,36.038,6,1,1,1.1960294708966648,0
2019-01-05 07:00:00,9.97,15.058,0.976353,41.2384,7,1,1,1.195803704720003,0
2019-01-05 08:00:00,10.262,15.037,0.975986,44.0998,8,1,1,1.1954413203806942,0
2019-01-05 09:00:00,8.961,15.052,0.975404,31.5706,9,1,1,1.1946662729509305,0
2019-01-05 10:00:00,8.6,15.257,0.974728,28.5292,10,1,1,1.1929897325401917,0
2019-01-05 11:00:00,9.067,15.404,0.974009,33.5099,11,1,1,1.1915024291300864,0
2019-01-05 12:00:00,8.593,15.657,0.973727,27.5386,12,1,1,1.1901139844982616,0
2019-01-05 13:00:00,9.845,15.758,0.973239,39.4281,13,1,1,1.1891016923248237,0
2019-01-05 14:00:00,9.735,15.695,0.97332,39.151199999999996,14,1,1,1.1894600346075583,0
2019-01-05 15:00:00,9.84,16.621,0.973417,40.6945,15,1,1,1.18577712560198,0
2019-01-05 16:00:00,9.518,17.127,0.973212,37.0919,16,1,1,1.1834608359239627,0
2019-01-05 17:00:00,9.515,17.4,0.972966,36.938199999999995,17,1,1,1.1820499955172143,0
2019-01-05 18:00:00,8.274,17.648,0.972669,25.5452,18,1,1,1.1806813973068808,0
2019-01-05 19:00:00,7.343,17.5,0.97279,17.8633,19,1,1,1.181429555945172,0
2019-01-05 20:00:00,6.881,18.034,0.97284,14.2043,20,1,1,1.1793235541777245,0
2019-01-05 21:00:00,8.224,18.291,0.972971,24.9939,21,1,1,1.1784422615004368,0
2019-01-05 22:00:00,8.768,17.533,0.9733,30.1481,22,1,1,1.1819147454461778,0
2019-01-05 23:00:00,8.179,15.283,0.974008,24.7736,23,1,1,1.1920010503233627,0
2019-01-06 00:00:00,7.68,12.697,0.974688,20.7047,0,1,1,1.2036245624454385,0
2019-01-06 01:00:00,8.602,11.746,0.975226,28.5237,1,1,1,1.208308917852033,0
2019-01-06 02:00:00,8.189,10.843,0.975844,24.6865,2,1,1,1.2129190635056495,0
2019-01-06 03:00:00,5.936,9.822,0.976413,8.555959999999999,3,1,1,1.2180052208946797,0
2019-01-06 04:00:00,4.315,9.268,0.976694,2.14469,4,1,1,1.2207457130704782,0
2019-01-06 05:00:00,3.774,8.8,0.976789,0.917818,5,1,1,1.2228909260009244,0
2019-01-06 06:00:00,3.942,8.042,0.977037,1.27004,6,1,1,1.2264987532806877,0
2019-01-06 07:00:00,4.622,8.405,0.97751,2.86884,7,1,1,1.2255104701321082,0
2019-01-06 08:00:00,5.112,8.405,0.977825,4.61359,8,1,1,1.225905387624606,0
2019-01-06 09:00:00,7.025,7.816,0.978276,15.6459,9,1,1,1.2290419078391361,0
2019-01-06 10:00:00,6.381,9.442,0.978511,11.3643,10,1,1,1.2222636900187382,0
2019-01-06 11:00:00,4.433,9.367,0.979247,2.47438,11,1,1,1.223507751148168,0
2019-01-06 12:00:00,3.836,9.881,0.979626,1.04475,12,1,1,1.221758469962413,0
2019-01-06 13:00:00,5.063,10.318,0.980135,4.559810000000001,13,1,1,1.220508812422264,0
2019-01-06 14:00:00,4.348,10.265,0.980764,2.23444,14,1,1,1.221520459543886,0
2019-01-06 15:00:00,3.087,10.733,0.981182,0.0,15,1,1,1.2200264535971808,1
2019-01-06 16:00:00,1.583,12.322,0.981459,0.0,16,1,1,1.213578029384037,1
2019-01-06 17:00:00,1.474,14.064,0.981443,0.0,17,1,1,1.2061978155931419,1
2019-01-06 18:00:00,1.779,15.025,0.981546,0.0,18,1,1,1.2023015775069543,1
2019-01-06 19:00:00,1.847,15.853,0.981656,0.0,19,1,1,1.1989913104685956,1
2019-01-06 20:00:00,2.246,16.501,0.981655,0.0,20,1,1,1.1963077383198095,1
2019-01-06 21:00:00,2.958,16.723,0.981665,0.0,21,1,1,1.1954037201978642,1
2019-01-06 22:00:00,3.421,16.249,0.981846,0.0,22,1,1,1.1975824148784207,1
2019-01-06 23:00:00,3.727,13.548,0.98215,0.805824,23,1,1,1.2092392043818632,0
2019-01-07 00:00:00,3.77,12.156,0.98258,0.9078740000000001,0,1,1,1.2156710547628964,0
2019-01-07 01:00:00,3.544,11.195,0.982997,0.0,1,1,1,1.2202973206766308,1
2019-01-07 02:00:00,2.833,10.728,0.983331,0.0,2,1,1,1.2227201100500962,1
2019-01-07 03:00:00,1.784,10.489,0.983493,0.0,3,1,1,1.2239520070966312,1
2019-01-07 04:00:00,1.749,9.799,0.983447,0.0,4,1,1,1.226879352553983,1
2019-01-07 05:00:00,1.922,8.674,0.98319,0.0,5,1,1,1.231454979681271,1
2019-01-07 06:00:00,2.782,8.465,0.983197,0.0,6,1,1,1.2323776755665916,1
2019-01-07 07:00:00,3.884,8.956,0.983273,1.14601,7,1,1,1.2303278417981305,0
2019-01-07 08:00:00,5.554,9.323,0.983133,6.80754,8,1,1,1.2285544031411182,0
2019-01-07 09:00:00,7.519,9.788,0.982875,19.9011,9,1,1,1.2262134361559573,0
2019-01-07 10:00:00,8.358,9.598,0.982578,27.1835,10,1,1,1.2266666430022988,0
2019-01-07 11:00:00,8.585,9.725,0.982254,29.2372,11,1,1,1.225711611473102,0
2019-01-07 12:00:00,7.883,10.565,0.981909,22.7275,12,1,1,1.2216533897831283,0
2019-01-07 13:00:00,7.674,11.031,0.981676,21.020599999999998,13,1,1,1.2193607082987405,0
2019-01-07 14:00:00,6.855,11.367,0.981284,14.4493,14,1,1,1.217434369227645,0
2019-01-07 15:00:00,8.896,11.717,0.980359,32.3172,15,1,1,1.2147923809757892,0
2019-01-07 16:00:00,7.143,12.269,0.980051,16.397299999999998,16,1,1,1.2120620600164003,0
2019-01-07 17:00:00,7.777,12.658,0.979036,20.858900000000002,17,1,1,1.209158802462174,0
2019-01-07 18:00:00,6.237,12.699,0.978259,10.6796,18,1,1,1.2080258734300107,0
2019-01-07 19:00:00,7.608,14.072,0.977375,20.2907,19,1,1,1.2011647684879485,0
2019-01-07 20:00:00,10.004,15.572,0.976936,41.2151,20,1,1,1.1943876314128266,0
2019-01-07 21:00:00,7.185,13.548,0.977125,16.7291,21,1,1,1.2030523418842622,0
2019-01-07 22:00:00,6.787,12.217,0.977342,13.7723,22,1,1,1.2089320017880796,0
2019-01-07 23:00:00,5.05,12.002,0.977288,4.36996,23,1,1,1.209776670831342,0
2019-01-08 00:00:00,7.032,12.018,0.977572,15.261700000000001,0,1,1,1.2100603350645276,0
2019-01-08 01:00:00,7.525,11.698,0.978179,19.5334,1,1,1,1.2121719264707476,0
2019-01-08 02:00:00,7.578,10.921,0.978514,20.2197,2,1,1,1.215903769309886,0
2019-01-08 03:00:00,7.461,10.41,0.979077,19.3703,3,1,1,1.2187957804089833,0
2019-01-08 04:00:00,7.072,9.964,0.979257,16.2316,4,1,1,1.2209402191483694,0
2019-01-08 05:00:00,7.796,9.822,0.979172,21.9607,5,1,1,1.2214468756088717,0
2019-01-08 06:00:00,7.767,9.241,0.979873,21.772,6,1,1,1.2248361646482704,0
2019-01-08 07:00:00,8.103,6.983,0.98049,24.9674,7,1,1,1.2354863672815855,0
2019-01-08 08:00:00,8.269,6.003,0.981081,26.6631,8,1,1,1.2405710059028545,0
2019-01-08 09:00:00,8.314,7.095,0.981467,26.989900000000002,9,1,1,1.2362232014936765,0
2019-01-08 10:00:00,8.997,5.879,0.981986,34.1442,10,1,1,1.242267189085086,0
2019-01-08 11:00:00,9.696,4.373,0.982816,40.125,11,1,1,1.250064142248794,0
2019-01-08 12:00:00,8.402,2.853,0.983491,27.3294,12,1,1,1.2578117533733781,0
2019-01-08 13:00:00,8.028,1.533,0.984128,23.9544,13,1,1,1.2646748079295191,0
2019-01-08 14:00:00,7.726,1.336,0.984707,21.496,14,1,1,1.2663270618690856,0
2019-01-08 15:00:00,4.563,2.306,0.985344,2.85172,15,1,1,1.2626840686149132,0
2019-01-08 16:00:00,3.846,3.444,0.985653,1.09389,16,1,1,1.257883308659201,0
2019-01-08 17:00:00,3.785,4.572,0.9856,0.953001,17,1,1,1.252706906724017,0
2019-01-08 18:00:00,4.145,5.67,0.985519,1.71554,18,1,1,1.247671169855704,0
2019-01-08 19:00:00,4.536,6.559,0.985351,2.80601,19,1,1,1.2434936799151282,0
2019-01-08 20:00:00,4.673,7.045,0.985326,3.07269,20,1,1,1.2413053374730794,0
2019-01-08 21:00:00,5.258,7.071,0.985327,5.09373,21,1,1,1.24119142398519,0
2019-01-08 22:00:00,5.426,6.976,0.985278,5.8026800000000005,22,1,1,1.241550608096414,0
2019-01-08 23:00:00,7.192,5.22,0.985329,16.8858,23,1,1,1.2494471674214995,0
2019-01-09 00:00:00,6.53,3.333,0.985374,12.0281,0,1,1,1.2580321120029905,0
2019-01-09 01:00:00,8.366,3.205,0.985556,27.926,1,1,1,1.2588472656861351,0
2019-01-09 02:00:00,9.923,2.857,0.985817,44.0814,2,1,1,1.2607682623626648,0
2019-01-09 03:00:00,9.996,2.194,0.985928,45.1308,3,1,1,1.263946363016828,0
2019-01-09 04:00:00,9.903,1.662,0.9859,43.9878,4,1,1,1.2663572323426238,0
2019-01-09 05:00:00,9.966,0.582,0.985642,44.6383,5,1,1,1.2710209000597454,0
2019-01-09 06:00:00,9.11,-0.066,0.985599,35.9632,6,1,1,1.2739813191615879,0
2019-01-09 07:00:00,8.33,-0.139,0.985659,27.934,7,1,1,1.2743995436044324,0
2019-01-09 08:00:00,8.364,0.035,0.985442,28.2948,8,1,1,1.2733074493777665,0
2019-01-09 09:00:00,10.029,-0.035,0.98507,45.410599999999995,9,1,1,1.2731530098619683,0
2019-01-09 10:00:00,10.804,0.054,0.984906,53.2697,10,1,1,1.2725263699426161,0
2019-01-09 11:00:00,10.245,0.059,0.985002,47.325300000000006,11,1,1,1.2726271138692693,0
2019-01-09 12:00:00,10.658,0.228,0.985153,50.776900000000005,12,1,1,1.2720353584892,0
2019-01-09 13:00:00,10.917,0.447,0.98549,53.1118,13,1,1,1.2714519492096716,0
2019-01-09 14:00:00,9.803,0.906,0.986073,42.1314,14,1,1,1.2700733811146263,0
2019-01-09 15:00:00,7.945,3.258,0.986489,24.0046,15,1,1,1.2597973765053083,0
2019-01-09 16:00:00,7.883,4.69,0.986835,23.3592,16,1,1,1.2537439060088444,0
2019-01-09 17:00:00,8.895,5.979,0.986999,33.2332,17,1,1,1.2481615910928148,0
2019-01-09 18:00:00,9.387,6.858,0.987219,37.5515,18,1,1,1.2445207064181176,0
2019-01-09 19:00:00,9.917,7.37,0.987749,43.307300000000005,19,1,1,1.2429161458130622,0
2019-01-09 20:00:00,9.892,7.506,0.988137,43.0702,20,1,1,1.2428018509842835,0
2019-01-09 21:00:00,10.192,7.287,0.988414,46.645199999999996,21,1,1,1.2441210459662468,0
2019-01-09 22:00:00,9.661,6.594,0.988951,40.668699999999994,22,1,1,1.2478806621031493,0
2019-01-09 23:00:00,10.238,4.875,0.989667,47.5107,23,1,1,1.2565052309506202,0
2019-01-10 00:00:00,10.269,3.479,0.990336,48.0607,0,1,1,1.2636998121250482,0
2019-01-10 01:00:00,10.952,2.554,0.990921,54.385400000000004,1,1,1,1.2686885677746442,0
2019-01-10 02:00:00,10.488,1.635,0.991531,49.811099999999996,2,1,1,1.273715214197471,0
2019-01-10 03:00:00,10.626,0.42,0.991937,51.5978,3,1,1,1.2798959972611645,0
2019-01-10 04:00:00,10.876,-0.001,0.992084,53.6579,4,1,1,1.2820586460193895,0
2019-01-10 05:00:00,10.284,-0.752,0.992259,48.6918,5,1,1,1.2858200496197776,0
2019-01-10 06:00:00,9.356,-1.13,0.992679,38.782300000000006,6,1,1,1.2881518437460302,0
2019-01-10 07:00:00,9.072,-1.692,0.993064,36.480199999999996,7,1,1,1.291319337209832,0
2019-01-10 08:00:00,10.081,-1.441,0.9933,47.2307,8,1,1,1.290433035488098,0
2019-01-10 09:00:00,8.99,-1.287,0.993486,35.5916,9,1,1,1.289943557138494,0
2019-01-10 10:00:00,7.948,-1.739,0.993815,24.745,10,1,1,1.292519677135138,0
2019-01-10 11:00:00,7.482,-2.062,0.994096,20.6538,11,1,1,1.2944256017155096,0
2019-01-10 12:00:00,5.865,-2.337,0.994362,8.60736,12,1,1,1.2960867540905217,0
2019-01-10 13:00:00,6.057,-2.542,0.994551,10.186399999999999,13,1,1,1.2973151449043507,0
2019-01-10 14:00:00,5.26,-1.584,0.994714,5.68939,14,1,1,1.2929504932857618,0
2019-01-10 15:00:00,2.938,0.638,0.994927,0.0,15,1,1,1.2827318215233248,1
2019-01-10 16:00:00,2.363,2.401,0.994982,0.0,16,1,1,1.274595244625759,1
2019-01-10 17:00:00,1.972,3.848,0.994668,0.0,17,1,1,1.2675367917622393,1
2019-01-10 18:00:00,2.309,5.199,0.994316,0.0,18,1,1,1.2609382635483943,1
2019-01-10 19:00:00,1.839,6.222,0.994023,0.0,19,1,1,1.2559507733276405,1
2019-01-10 20:00:00,1.662,6.898,0.993683,0.0,20,1,1,1.2524905150880494,1
2019-01-10 21:00:00,1.962,7.149,0.993363,0.0,21,1,1,1.250965960771732,1
2019-01-10 22:00:00,1.943,6.561,0.993075,0.0,22,1,1,1.253232255794143,1
2019-01-10 23:00:00,2.977,3.225,0.992929,0.0,23,1,1,1.268172994507124,1
2019-01-11 00:00:00,4.247,1.744,0.99284,2.0482,0,1,1,1.2748910325019491,0
2019-01-11 01:00:00,4.994,0.715,0.992758,4.4834,1,1,1,1.2795755227256729,0
2019-01-11 02:00:00,5.966,0.176,0.992756,9.449860000000001,2,1,1,1.2820962680341332,0
2019-01-11 03:00:00,7.502,0.25,0.992728,20.542099999999998,3,1,1,1.2817130977056803,0
2019-01-11 04:00:00,7.629,0.357,0.992551,21.4817,4,1,1,1.2809832368582381,0
2019-01-11 05:00:00,8.562,0.672,0.992217,30.259900000000002,5,1,1,1.2790790528532459,0
2019-01-11 06:00:00,9.015,0.471,0.992183,35.295300000000005,6,1,1,1.2799747930265233,0
2019-01-11 07:00:00,9.284,0.452,0.99228,37.6518,7,1,1,1.2801888239461026,0
2019-01-11 08:00:00,9.754,0.661,0.992496,42.6192,8,1,1,1.2794901149433064,0
2019-01-11 09:00:00,9.003,0.322,0.992543,34.850699999999996,9,1,1,1.2811368559308105,0
2019-01-11 10:00:00,9.435,0.357,0.992636,38.4385,10,1,1,1.2810929375941529,0
2019-01-11 11:00:00,9.639,0.307,0.992829,40.7921,11,1,1,1.2815763086279082,0
2019-01-11 12:00:00,9.929,0.35,0.992997,44.311699999999995,12,1,1,1.2815916434817138,0
2019-01-11 13:00:00,10.378,0.412,0.993159,49.593599999999995,13,1,1,1.2815102186426803,0
2019-01-11 14:00:00,10.505,1.326,0.993252,50.949400000000004,14,1,1,1.277362415110182,0
2019-01-11 15:00:00,8.139,3.938,0.993248,25.5743,15,1,1,1.2653161244826356,0
2019-01-11 16:00:00,7.426,6.338,0.993058,19.2377,16,1,1,1.2542107235967195,0
2019-01-11 17:00:00,8.088,8.103,0.992512,24.3223,17,1,1,1.2456546798053454,0
2019-01-11 18:00:00,8.218,9.477,0.991985,25.1782,18,1,1,1.2389406934241605,0
2019-01-11 19:00:00,8.615,10.661,0.991553,28.8906,19,1,1,1.233234796584734,0
2019-01-11 20:00:00,9.056,11.418,0.991158,33.74,20,1,1,1.2294642084709244,0
2019-01-11 21:00:00,9.28,11.715,0.990792,35.956199999999995,21,1,1,1.2277288453479616,0
2019-01-11 22:00:00,8.771,11.096,0.990481,30.955599999999997,22,1,1,1.2300162481955228,0
2019-01-11 23:00:00,9.785,9.165,0.990502,41.0346,23,1,1,1.2384556655422416,0
2019-01-12 00:00:00,10.572,8.618,0.990624,49.0502,0,1,1,1.2410127326959066,0
2019-01-12 01:00:00,12.065,8.039,0.990887,58.311,1,1,1,1.243898272414886,0
2019-01-12 02:00:00,11.895,7.775,0.991154,57.927699999999994,2,1,1,1.2454027193272803,0
2019-01-12 03:00:00,12.388,7.881,0.991405,58.5515,3,1,1,1.2452482421348963,0
2019-01-12 04:00:00,12.141,8.286,0.991593,58.4099,4,1,1,1.2436920662064825,0
2019-01-12 05:00:00,11.91,9.374,0.991241,57.6709,5,1,1,1.2384628166837612,0
2019-01-12 06:00:00,12.2,9.745,0.991013,57.987,6,1,1,1.236554155145582,0
2019-01-12 07:00:00,12.206,9.913,0.991121,57.9642,7,1,1,1.2359549299860084,0
2019-01-12 08:00:00,11.488,9.936,0.991294,56.0733,8,1,1,1.2360702300602593,0
2019-01-12 09:00:00,11.377,9.784,0.991475,55.546699999999994,9,1,1,1.2369600961543086,0
2019-01-12 10:00:00,10.965,9.264,0.991627,52.5799,10,1,1,1.2394276555431345,0
2019-01-12 11:00:00,10.701,8.415,0.991932,50.2614,11,1,1,1.2435472556401348,0
2019-01-12 12:00:00,11.557,8.471,0.992124,56.7392,12,1,1,1.2435406329532532,0
2019-01-12 13:00:00,12.018,8.769,0.992182,57.960699999999996,13,1,1,1.2422987803426726,0
2019-01-12 14:00:00,10.802,9.168,0.992385,51.3032,14,1,1,1.240796854165049,0
2019-01-12 15:00:00,9.021,11.043,0.992429,32.9824,15,1,1,1.2326651877938015,0
2019-01-12 16:00:00,7.192,12.616,0.992314,16.5162,16,1,1,1.2257379260547885,0
2019-01-12 17:00:00,6.281,14.848,0.992025,10.6141,17,1,1,1.215884175764304,0
2019-01-12 18:00:00,6.357,16.433,0.991642,11.059700000000001,18,1,1,1.208762312434865,0
2019-01-12 19:00:00,6.53,17.698,0.991266,11.9787,19,1,1,1.2030486491324475,0
2019-01-12 20:00:00,6.799,18.535,0.990928,13.842,20,1,1,1.1991874241072789,0
2019-01-12 21:00:00,7.443,18.881,0.990514,18.9198,21,1,1,1.1972662048377443,0
2019-01-12 22:00:00,7.229,17.653,0.990283,17.173599999999997,22,1,1,1.2020416123707955,0
2019-01-12 23:00:00,8.249,16.194,0.990298,24.9803,23,1,1,1.2081211354357826,0
2019-01-13 00:00:00,9.124,15.581,0.99028,33.531400000000005,0,1,1,1.2106640715420618,0
